epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
36,0.6266666650772095,0.9087954759597778,9.999999747378752e-05,0.39638689160346985,0.8494208455085754,0.449438214302063,0.6933333277702332,0.9467079639434814,0.3812905251979828,0.942307710647583,0.44613051414489746
37,0.6277777552604675,0.9102583527565002,9.999999747378752e-05,0.3933953642845154,0.8669314980506897,0.44586312770843506,0.6899999976158142,0.9497942328453064,0.3758699595928192,0.9437869787216187,0.48406675457954407
38,0.6133333444595337,0.9152452945709229,9.999999747378752e-05,0.38993629813194275,0.8733927011489868,0.4509703814983368,0.6700000166893005,0.9502936601638794,0.37347540259361267,0.9442815184593201,0.4886191189289093
39,0.6377778053283691,0.9143917560577393,9.999999747378752e-05,0.38915911316871643,0.8647058606147766,0.45045965909957886,0.653333306312561,0.9518986940383911,0.3698616027832031,0.9375,0.500758707523346
40,0.6255555748939514,0.9201055765151978,9.999999747378752e-05,0.38266128301620483,0.8721804618835449,0.4739530086517334,0.653333306312561,0.954323947429657,0.36735770106315613,0.939393937587738,0.5174506902694702
41,0.6366666555404663,0.9228477478027344,9.999999747378752e-05,0.379677414894104,0.8727445602416992,0.4693564772605896,0.7266666889190674,0.9565967321395874,0.36306050419807434,0.9462365508079529,0.5341426134109497
42,0.6377778053283691,0.9164150357246399,9.999999747378752e-05,0.3820919394493103,0.8687909841537476,0.47344228625297546,0.7233333587646484,0.958527684211731,0.3589657247066498,0.9498680830001831,0.5462822318077087
43,0.6499999761581421,0.9223200678825378,9.999999747378752e-05,0.37700673937797546,0.8748832941055298,0.4785495400428772,0.6733333468437195,0.9590710401535034,0.35520607233047485,0.9461756348609924,0.5068285465240479
44,0.6422222256660461,0.9236127138137817,9.999999747378752e-05,0.37358927726745605,0.885026752948761,0.5071501731872559,0.7166666388511658,0.9604722261428833,0.3512900769710541,0.9504132270812988,0.5235204696655273
45,0.6322222352027893,0.9265245199203491,9.999999747378752e-05,0.3698950409889221,0.8909090757369995,0.5005107522010803,0.7366666793823242,0.9615203142166138,0.3473946750164032,0.9545454382896423,0.5417298674583435
46,0.6299999952316284,0.9306634664535522,9.999999747378752e-05,0.365299791097641,0.8849868178367615,0.5148110389709473,0.7099999785423279,0.9613354802131653,0.34527426958084106,0.9506493210792542,0.5553869605064392
47,0.653333306312561,0.9298185706138611,9.999999747378752e-05,0.3639397919178009,0.8797909617424011,0.5158324837684631,0.7333333492279053,0.9626960754394531,0.34391289949417114,0.9722222089767456,0.5311077237129211
48,0.6566666960716248,0.9297527074813843,9.999999747378752e-05,0.3604026138782501,0.877946138381958,0.5326864123344421,0.699999988079071,0.9649927616119385,0.3411385416984558,0.9676550030708313,0.5447648167610168
49,0.6411111354827881,0.9320778846740723,9.999999747378752e-05,0.35846027731895447,0.8839590549468994,0.5291113257408142,0.6800000071525574,0.9654786586761475,0.3383913040161133,0.9577836394309998,0.550834596157074
